Year,ID,Location,Block,Border,Row,Tree,Family,Genotype,GLD,DBH,Height,Crown_height,Survival
Year_4,21926,Hill_Farm,4,1,19,26,AGHS1,6,NA,5.699,4.8514,NA,NA
Year_4,21927,Hill_Farm,4,0,19,27,AGHS1,6,NA,6.016,4.9784,NA,NA
Year_4,21928,Hill_Farm,4,0,19,28,AGHS1,6,NA,3.445,3.7084,NA,NA
Year_4,21929,Hill_Farm,4,0,19,29,AGHS1,6,NA,3.444,3.4798,NA,NA
Year_4,21930,Hill_Farm,4,1,19,30,AGHS1,6,NA,5.746,4.4958,NA,NA
Year_4,22001,Hill_Farm,4,1,20,1,AGHS2,5,NA,2.47,3.2258,NA,NA
Year_4,22002,Hill_Farm,4,1,20,2,AGHS2,5,NA,5.294,4.9784,NA,NA
Year_4,22003,Hill_Farm,4,1,20,3,AGHS2,5,NA,5.325,5.2324,NA,NA
Year_4,22004,Hill_Farm,4,1,20,4,AGHS2,5,NA,5.591,5.2578,NA,NA
Year_4,22005,Hill_Farm,4,1,20,5,AGHS2,5,NA,6.173,5.2832,NA,NA
Year_4,22006,Hill_Farm,4,1,20,6,AGHS4,2,NA,6.668,4.6736,NA,NA
Year_4,22007,Hill_Farm,4,1,20,7,AGHS4,2,NA,5.779,4.5974,NA,NA
Year_4,22008,Hill_Farm,4,1,20,8,AGHS4,2,NA,6.013,4.445,NA,NA
Year_4,22009,Hill_Farm,4,1,20,9,AGHS4,2,NA,5.145,4.1148,NA,NA
Year_4,22010,Hill_Farm,4,1,20,10,AGHS4,2,NA,7.142,4.9276,NA,NA
Year_4,22011,Hill_Farm,4,1,20,11,AGH25,4,NA,5.195,3.9624,NA,NA
Year_4,22012,Hill_Farm,4,1,20,12,AGH25,4,NA,4.969,4.0894,NA,NA
Year_4,22013,Hill_Farm,4,1,20,13,AGH25,4,NA,1.606,2.413,NA,NA
Year_4,22014,Hill_Farm,4,1,20,14,AGH25,4,NA,3.466,3.7846,NA,NA
Year_4,22015,Hill_Farm,4,1,20,15,AGH25,4,NA,2.671,2.794,NA,NA
Year_4,22016,Hill_Farm,4,1,20,16,AGHS3,1,NA,4.156,4.191,NA,NA
Year_4,22017,Hill_Farm,4,1,20,17,AGHS3,1,NA,5.832,5.0038,NA,NA
Year_4,22018,Hill_Farm,4,1,20,18,AGHS3,1,NA,4.443,4.0386,NA,NA
Year_4,22019,Hill_Farm,4,1,20,19,AGHS3,1,NA,5.81,4.2672,NA,NA
Year_4,22020,Hill_Farm,4,1,20,20,AGHS3,1,NA,4.512,3.8608,NA,NA
Year_4,22021,Hill_Farm,4,1,20,21,AGH2,3,NA,0.427,1.6256,NA,NA
Year_4,22022,Hill_Farm,4,1,20,22,AGH2,3,NA,2.937,2.7686,NA,NA
Year_4,22023,Hill_Farm,4,1,20,23,AGH2,3,NA,1.592,2.413,NA,NA
Year_4,22024,Hill_Farm,4,1,20,24,AGH2,3,NA,2.814,3.0226,NA,NA
Year_4,22025,Hill_Farm,4,1,20,25,AGH2,3,NA,3.222,3.3782,NA,NA
Year_4,22026,Hill_Farm,4,1,20,26,AGHS1,6,NA,4.173,3.8862,NA,NA
Year_4,22027,Hill_Farm,4,1,20,27,AGHS1,6,NA,3.584,3.81,NA,NA
Year_4,22028,Hill_Farm,4,1,20,28,AGHS1,6,NA,4.74,4.2418,NA,NA
Year_4,22029,Hill_Farm,4,1,20,29,AGHS1,6,NA,3.02,3.2258,NA,NA
Year_4,22030,Hill_Farm,4,1,20,30,AGHS1,6,NA,NA,NA,NA,NA
Year_5,10101,LA_Tech,1,1,1,1,AGHS3,1,NA,7.874,5,0.431800102,NA
Year_5,10102,LA_Tech,1,1,1,2,AGHS3,1,NA,8.636,5.5,0.330199898,NA
Year_5,10103,LA_Tech,1,1,1,3,AGHS3,1,NA,8.382,6,0.482599898,NA
Year_5,10104,LA_Tech,1,1,1,4,AGHS3,1,NA,9.398,6.2,0.4572,NA
Year_5,10105,LA_Tech,1,1,1,5,AGHS3,1,NA,7.874,6.3,0.8382,NA
Year_5,10106,LA_Tech,1,1,1,6,AGHS4,2,NA,8.636,6.4,0.558799898,NA
Year_5,10107,LA_Tech,1,1,1,7,AGHS4,2,NA,9.144,6.4,0.406399898,NA
Year_5,10108,LA_Tech,1,1,1,8,AGHS4,2,NA,10.414,6.7,0.6858,NA
Year_5,10109,LA_Tech,1,1,1,9,AGHS4,2,NA,9.398,6.5,0.634999898,NA
Year_5,10110,LA_Tech,1,1,1,10,AGHS4,2,NA,9.398,6.5,0.279400102,NA
Year_5,10111,LA_Tech,1,1,1,11,AGH2,3,NA,3.81,0.9,0.508000102,NA
Year_5,10112,LA_Tech,1,1,1,12,AGH2,3,NA,8.128,5.4,0.660400102,NA
Year_5,10113,LA_Tech,1,1,1,13,AGH2,3,NA,NA,NA,0.127000102,NA
Year_5,10114,LA_Tech,1,1,1,14,AGH2,3,NA,6.096,5,0.101599898,NA
Year_5,10115,LA_Tech,1,1,1,15,AGH2,3,NA,4.826,3.9,0.482599898,NA
Year_5,10116,LA_Tech,1,1,1,16,AGH25,4,NA,9.144,6.1,0.127000102,NA
Year_5,10117,LA_Tech,1,1,1,17,AGH25,4,NA,5.588,4.9,NA,NA
Year_5,10118,LA_Tech,1,1,1,18,AGH25,4,NA,6.35,5,0.294640102,NA
Year_5,10119,LA_Tech,1,1,1,19,AGH25,4,NA,7.62,6,0.101599898,NA
Year_5,10120,LA_Tech,1,1,1,20,AGH25,4,NA,7.874,6.7,0.558799898,NA
Year_5,10121,LA_Tech,1,1,1,21,AGHS2,5,NA,7.366,6.8,0.584200102,NA
Year_5,10122,LA_Tech,1,1,1,22,AGHS2,5,NA,9.398,6.7,0.355600102,NA
Year_5,10123,LA_Tech,1,1,1,23,AGHS2,5,NA,7.366,6.6,0.558799898,NA
Year_5,10124,LA_Tech,1,1,1,24,AGHS2,5,NA,6.35,6.5,0.355600102,NA
Year_5,10125,LA_Tech,1,1,1,25,AGHS2,5,NA,6.35,7.1,0.6858,NA
Year_5,10126,LA_Tech,1,1,1,26,AGHS1,6,NA,9.144,7.1,0.431800102,NA
Year_5,10127,LA_Tech,1,1,1,27,AGHS1,6,NA,6.604,6.6,0.787399898,NA
Year_5,10128,LA_Tech,1,1,1,28,AGHS1,6,NA,6.35,6.5,0.508000102,NA
Year_5,10129,LA_Tech,1,1,1,29,AGHS1,6,NA,7.112,6.4,0.5334,NA
Year_5,10130,LA_Tech,1,1,1,30,AGHS1,6,NA,NA,NA,0.279400102,NA
Year_5,10201,LA_Tech,1,1,2,1,AGHS3,1,NA,8.382,6,0.584200102,NA
Year_5,10202,LA_Tech,1,0,2,2,AGHS3,1,NA,8.89,6.5,0.965200102,NA
Year_5,10203,LA_Tech,1,0,2,3,AGHS3,1,NA,8.89,6.5,0.711199898,NA
Year_5,10204,LA_Tech,1,0,2,4,AGHS3,1,NA,7.874,7.1,1.270000102,NA
Year_5,10205,LA_Tech,1,1,2,5,AGHS3,1,NA,7.874,7,1.727200102,NA
Year_5,10206,LA_Tech,1,1,2,6,AGHS4,2,NA,10.16,6.6,1.803400102,NA
Year_5,10207,LA_Tech,1,0,2,7,AGHS4,2,NA,9.906,6.6,0.9906,NA
Year_5,10208,LA_Tech,1,0,2,8,AGHS4,2,NA,10.16,6.7,1.524,NA
Year_5,10209,LA_Tech,1,0,2,9,AGHS4,2,NA,10.16,6.5,2.032000102,NA
Year_5,10210,LA_Tech,1,1,2,10,AGHS4,2,NA,11.176,6.7,1.041400102,NA
Year_5,10211,LA_Tech,1,1,2,11,AGH2,3,NA,6.858,5.8,0.355600102,NA
Year_5,10212,LA_Tech,1,0,2,12,AGH2,3,NA,NA,NA,NA,NA
Year_5,10213,LA_Tech,1,0,2,13,AGH2,3,NA,8.128,6.5,0.634999898,NA
Year_5,10214,LA_Tech,1,0,2,14,AGH2,3,NA,7.112,5.6,0.787399898,NA
Year_5,10215,LA_Tech,1,1,2,15,AGH2,3,NA,6.858,5.7,1.041400102,NA
Year_5,10216,LA_Tech,1,1,2,16,AGH25,4,NA,7.366,5.9,1.777999898,NA
Year_5,10217,LA_Tech,1,0,2,17,AGH25,4,NA,8.128,5.9,1.244599898,NA
Year_5,10218,LA_Tech,1,0,2,18,AGH25,4,NA,7.112,7.4,0.660400102,NA
Year_5,10219,LA_Tech,1,0,2,19,AGH25,4,NA,6.604,5.9,1.777999898,NA
Year_5,10220,LA_Tech,1,1,2,20,AGH25,4,NA,7.366,6,1.574800102,NA
Year_5,10221,LA_Tech,1,1,2,21,AGHS2,5,NA,7.366,7,1.168399898,NA
Year_5,10222,LA_Tech,1,0,2,22,AGHS2,5,NA,7.366,7,0.634999898,NA
Year_5,10223,LA_Tech,1,0,2,23,AGHS2,5,NA,8.382,7.2,0.355600102,NA
Year_5,10224,LA_Tech,1,0,2,24,AGHS2,5,NA,8.382,7.1,0.558799898,NA
Year_5,10225,LA_Tech,1,1,2,25,AGHS2,5,NA,8.128,6.6,0.863599898,NA
Year_5,10226,LA_Tech,1,1,2,26,AGHS1,6,NA,7.62,6.5,0.558799898,NA
Year_5,10227,LA_Tech,1,0,2,27,AGHS1,6,NA,7.112,7,0.6858,NA
Year_5,10228,LA_Tech,1,0,2,28,AGHS1,6,NA,7.62,6.9,0.558799898,NA
Year_5,10229,LA_Tech,1,0,2,29,AGHS1,6,NA,7.366,6.6,0.48259999,NA
Year_5,10230,LA_Tech,1,1,2,30,AGHS1,6,NA,8.128,6.9,0.253999898,NA
Year_5,10301,LA_Tech,1,1,3,1,AGHS3,1,NA,7.874,5.9,0.711199898,NA
Year_5,10302,LA_Tech,1,0,3,2,AGHS3,1,NA,9.398,6.7,0.508000102,NA
Year_5,10303,LA_Tech,1,0,3,3,AGHS3,1,NA,8.636,6.9,0.787399898,NA
Year_5,10304,LA_Tech,1,0,3,4,AGHS3,1,NA,10.16,6.6,0.508000102,NA
Year_5,10305,LA_Tech,1,1,3,5,AGHS3,1,NA,9.906,6.7,0.558799898,NA
Year_5,10306,LA_Tech,1,1,3,6,AGHS4,2,NA,9.144,7.1,0.787399898,NA
Year_5,10307,LA_Tech,1,0,3,7,AGHS4,2,NA,10.414,6.7,0.762,NA
Year_5,10308,LA_Tech,1,0,3,8,AGHS4,2,NA,9.398,6.8,0.8382,NA
Year_5,10309,LA_Tech,1,0,3,9,AGHS4,2,NA,9.906,6.6,0.584200102,NA
Year_5,10310,LA_Tech,1,1,3,10,AGHS4,2,NA,10.16,6.6,0.9144,NA
Year_5,10311,LA_Tech,1,1,3,11,AGH2,3,NA,7.112,5.7,1.498600102,NA
Year_5,10312,LA_Tech,1,0,3,12,AGH2,3,NA,8.128,5.1,2.539998984,NA
Year_5,10313,LA_Tech,1,0,3,13,AGH2,3,NA,7.112,4.2,1.955800102,NA
Year_5,10314,LA_Tech,1,0,3,14,AGH2,3,NA,7.366,5.8,2.997199898,NA
Year_5,10315,LA_Tech,1,1,3,15,AGH2,3,NA,5.842,5.3,1.651000102,NA
Year_5,10316,LA_Tech,1,1,3,16,AGH25,4,NA,8.89,6.5,0.050800102,NA
Year_5,10317,LA_Tech,1,0,3,17,AGH25,4,NA,NA,NA,NA,NA
Year_5,10318,LA_Tech,1,0,3,18,AGH25,4,NA,8.128,6.7,0.127000102,NA
Year_5,10319,LA_Tech,1,0,3,19,AGH25,4,NA,NA,NA,NA,NA
Year_5,10320,LA_Tech,1,1,3,20,AGH25,4,NA,NA,NA,NA,NA
Year_5,10321,LA_Tech,1,1,3,21,AGHS2,5,NA,10.16,7.1,0.050800102,NA
Year_5,10322,LA_Tech,1,0,3,22,AGHS2,5,NA,8.636,7.5,1.143,NA
Year_5,10323,LA_Tech,1,0,3,23,AGHS2,5,NA,8.89,7.4,1.803400102,NA
Year_5,10324,LA_Tech,1,0,3,24,AGHS2,5,NA,9.398,7.6,1.879600102,NA
Year_5,10325,LA_Tech,1,1,3,25,AGHS2,5,NA,7.874,7.6,1.422400102,NA
Year_5,10326,LA_Tech,1,1,3,26,AGHS1,6,NA,8.128,7.5,0.889000102,NA
Year_5,10327,LA_Tech,1,0,3,27,AGHS1,6,NA,7.874,7.3,0.787399898,NA
Year_5,10328,LA_Tech,1,0,3,28,AGHS1,6,NA,8.636,7.2,1.117600102,NA
Year_5,10329,LA_Tech,1,0,3,29,AGHS1,6,NA,8.128,7,0.711199898,NA
Year_5,10330,LA_Tech,1,1,3,30,AGHS1,6,NA,8.382,6.8,0.330199898,NA
Year_5,10401,LA_Tech,1,1,4,1,AGHS3,1,NA,10.414,6.6,0.431800102,NA
Year_5,10402,LA_Tech,1,0,4,2,AGHS3,1,NA,9.398,6.8,0.584200102,NA
Year_5,10403,LA_Tech,1,0,4,3,AGHS3,1,NA,8.89,5.8,1.701799898,NA
Year_5,10404,LA_Tech,1,0,4,4,AGHS3,1,NA,9.652,6.7,1.955800102,NA
Year_5,10405,LA_Tech,1,1,4,5,AGHS3,1,NA,9.398,7.5,2.692399898,NA
Year_5,10406,LA_Tech,1,1,4,6,AGHS4,2,NA,10.16,6.8,3.1242,NA
Year_5,10407,LA_Tech,1,0,4,7,AGHS4,2,NA,10.668,7.2,2.006599898,NA
Year_5,10408,LA_Tech,1,0,4,8,AGHS4,2,NA,10.922,7.1,1.727200102,NA
Year_5,10409,LA_Tech,1,0,4,9,AGHS4,2,NA,10.922,6.7,3.5052,NA
Year_5,10410,LA_Tech,1,1,4,10,AGHS4,2,NA,10.668,6.5,2.667,NA
Year_5,10411,LA_Tech,1,1,4,11,AGH2,3,NA,7.112,4.2,0.736600102,NA
Year_5,10412,LA_Tech,1,0,4,12,AGH2,3,NA,NA,NA,NA,NA
Year_5,10413,LA_Tech,1,0,4,13,AGH2,3,NA,NA,NA,NA,NA
Year_5,10414,LA_Tech,1,0,4,14,AGH2,3,NA,8.89,5.2,0.6858,NA
Year_5,10415,LA_Tech,1,1,4,15,AGH2,3,NA,14.732,5.9,3.1242,NA
Year_5,10416,LA_Tech,1,1,4,16,AGH25,4,NA,8.128,6.1,3.2004,NA
Year_5,10417,LA_Tech,1,0,4,17,AGH25,4,NA,7.112,6,2.4384,NA
Year_5,10418,LA_Tech,1,0,4,18,AGH25,4,NA,9.144,6.9,1.574800102,NA
Year_5,10419,LA_Tech,1,0,4,19,AGH25,4,NA,8.128,5.6,0.508000102,NA
Year_5,10420,LA_Tech,1,1,4,20,AGH25,4,NA,NA,NA,NA,NA
Year_5,10421,LA_Tech,1,1,4,21,AGHS2,5,NA,10.922,7.2,0.431800102,NA
Year_5,10422,LA_Tech,1,0,4,22,AGHS2,5,NA,8.89,7.4,1.015999898,NA
Year_5,10423,LA_Tech,1,0,4,23,AGHS2,5,NA,8.89,7.3,1.651000102,NA
Year_5,10424,LA_Tech,1,0,4,24,AGHS2,5,NA,8.89,7.4,3.835399898,NA
Year_5,10425,LA_Tech,1,1,4,25,AGHS2,5,NA,8.128,7.5,1.473199898,NA
Year_5,10426,LA_Tech,1,1,4,26,AGHS1,6,NA,13.97,7.6,0.863599898,NA
Year_5,10427,LA_Tech,1,0,4,27,AGHS1,6,NA,8.89,7.4,0.736600102,NA
Year_5,10428,LA_Tech,1,0,4,28,AGHS1,6,NA,8.636,7.6,0.584200102,NA
Year_5,10429,LA_Tech,1,0,4,29,AGHS1,6,NA,9.652,7.6,0.4572,NA
Year_5,10430,LA_Tech,1,1,4,30,AGHS1,6,NA,9.398,7.2,0.6096,NA
Year_5,10501,LA_Tech,1,1,5,1,AGHS3,1,NA,10.922,5.3,0.355601016,NA
Year_5,10502,LA_Tech,1,1,5,2,AGHS3,1,NA,9.398,5.4,0.711199898,NA
Year_5,10503,LA_Tech,1,1,5,3,AGHS3,1,NA,9.398,5.6,1.346200102,NA
Year_5,10504,LA_Tech,1,1,5,4,AGHS3,1,NA,9.906,6.6,0.508001016,NA
Year_5,10505,LA_Tech,1,1,5,5,AGHS3,1,NA,9.398,7.4,0.660400102,NA
Year_5,10506,LA_Tech,1,1,5,6,AGHS4,2,NA,11.43,7.3,0.3048,NA
Year_5,10507,LA_Tech,1,1,5,7,AGHS4,2,NA,10.414,7.3,1.320799898,NA
Year_5,10508,LA_Tech,1,1,5,8,AGHS4,2,NA,10.922,7.1,1.524,NA
Year_5,10509,LA_Tech,1,1,5,9,AGHS4,2,NA,10.922,6.8,0.9144,NA
Year_5,10510,LA_Tech,1,1,5,10,AGHS4,2,NA,10.922,7.2,2.794000102,NA
Year_5,10511,LA_Tech,1,1,5,11,AGH2,3,NA,8.636,5.4,2.997199898,NA
Year_5,10512,LA_Tech,1,1,5,12,AGH2,3,NA,8.636,8,3.403601016,NA
Year_5,10513,LA_Tech,1,1,5,13,AGH2,3,NA,8.636,7.1,4.1148,NA
Year_5,10514,LA_Tech,1,1,5,14,AGH2,3,NA,10.922,7,3.784600102,NA
Year_5,10515,LA_Tech,1,1,5,15,AGH2,3,NA,8.382,6.8,3.2004,NA
Year_5,10516,LA_Tech,1,1,5,16,AGH25,4,NA,8.128,5.8,3.632200102,NA
Year_5,10517,LA_Tech,1,1,5,17,AGH25,4,NA,7.366,4.1,3.098801016,NA
Year_5,10518,LA_Tech,1,1,5,18,AGH25,4,NA,7.112,5.2,3.429,NA
Year_5,10519,LA_Tech,1,1,5,19,AGH25,4,NA,9.144,5,3.149599898,NA
Year_5,10520,LA_Tech,1,1,5,20,AGH25,4,NA,NA,NA,NA,NA
Year_5,10521,LA_Tech,1,1,5,21,AGHS2,5,NA,9.144,7.3,0.6096,NA
Year_5,10522,LA_Tech,1,1,5,22,AGHS2,5,NA,9.144,7,2.184401016,NA
Year_5,10523,LA_Tech,1,1,5,23,AGHS2,5,NA,9.144,7.3,3.2004,NA
Year_5,10524,LA_Tech,1,1,5,24,AGHS2,5,NA,7.366,7.3,1.574800102,NA
Year_5,10525,LA_Tech,1,1,5,25,AGHS2,5,NA,9.144,7.2,0.736600102,NA
Year_5,10526,LA_Tech,1,1,5,26,AGHS1,6,NA,8.636,7.1,0.584200102,NA
Year_5,10527,LA_Tech,1,1,5,27,AGHS1,6,NA,8.128,7.6,1.651000102,NA
Year_5,10528,LA_Tech,1,1,5,28,AGHS1,6,NA,7.112,7.4,0.355601016,NA
Year_5,10529,LA_Tech,1,1,5,29,AGHS1,6,NA,9.652,7.6,0.4572,NA
Year_5,10530,LA_Tech,1,1,5,30,AGHS1,6,NA,9.906,7.5,0.863599898,NA
Year_5,10601,LA_Tech,2,1,6,1,AGHS1,6,NA,10.922,7.4,1.473199898,NA
Year_5,10602,LA_Tech,2,1,6,2,AGHS1,6,NA,8.128,7.6,2.5908,NA
Year_5,10603,LA_Tech,2,1,6,3,AGHS1,6,NA,8.89,7.6,2.286,NA
Year_5,10604,LA_Tech,2,1,6,4,AGHS1,6,NA,9.652,7.7,3.784600102,NA
Year_5,10605,LA_Tech,2,1,6,5,AGHS1,6,NA,9.906,7.4,3.048,NA
Year_5,10606,LA_Tech,2,1,6,6,AGHS2,5,NA,9.906,7.8,2.539999898,NA
Year_5,10607,LA_Tech,2,1,6,7,AGHS2,5,NA,8.89,8.1,4.368799898,NA
Year_5,10608,LA_Tech,2,1,6,8,AGHS2,5,NA,7.366,5.6,3.556000102,NA
Year_5,10609,LA_Tech,2,1,6,9,AGHS2,5,NA,10.414,7.4,2.336800102,NA
Year_5,10610,LA_Tech,2,1,6,10,AGHS2,5,NA,10.414,7.5,3.6576,NA
Year_5,10611,LA_Tech,2,1,6,11,AGHS4,2,NA,10.922,7,3.835399898,NA
Year_5,10612,LA_Tech,2,1,6,12,AGHS4,2,NA,11.684,7.3,4.241800102,NA
Year_5,10613,LA_Tech,2,1,6,13,AGHS4,2,NA,10.922,7,3.860800102,NA
Year_5,10614,LA_Tech,2,1,6,14,AGHS4,2,NA,12.192,7.5,4.572,NA
Year_5,10615,LA_Tech,2,1,6,15,AGHS4,2,NA,10.414,6.8,2.489200102,NA
Year_5,10616,LA_Tech,2,1,6,16,AGH2,3,NA,7.874,6.6,0.8382,NA
Year_5,10617,LA_Tech,2,1,6,17,AGH2,3,NA,NA,NA,NA,NA
Year_5,10618,LA_Tech,2,1,6,18,AGH2,3,NA,8.382,6,0.4572,NA
Year_5,10619,LA_Tech,2,1,6,19,AGH2,3,NA,NA,NA,NA,NA
Year_5,10620,LA_Tech,2,1,6,20,AGH2,3,NA,8.382,5.4,0.508000102,NA
Year_5,10621,LA_Tech,2,1,6,21,AGH25,4,NA,8.89,6.3,1.3716,NA
Year_5,10622,LA_Tech,2,1,6,22,AGH25,4,NA,8.636,6.6,0.660400102,NA
Year_5,10623,LA_Tech,2,1,6,23,AGH25,4,NA,4.826,5.8,1.4478,NA
Year_5,10624,LA_Tech,2,1,6,24,AGH25,4,NA,8.128,6.3,0.558799898,NA
Year_5,10625,LA_Tech,2,1,6,25,AGH25,4,NA,NA,NA,NA,NA
Year_5,10626,LA_Tech,2,1,6,26,AGHS3,1,NA,11.938,7.4,0.584200102,NA
Year_5,10627,LA_Tech,2,1,6,27,AGHS3,1,NA,9.144,7,0.711199898,NA
Year_5,10628,LA_Tech,2,1,6,28,AGHS3,1,NA,10.668,7.2,0.4572,NA
Year_5,10629,LA_Tech,2,1,6,29,AGHS3,1,NA,9.906,6.8,1.422400102,NA
Year_5,10630,LA_Tech,2,1,6,30,AGHS3,1,NA,10.16,7.2,0.6096,NA
Year_5,10701,LA_Tech,2,1,7,1,AGHS1,6,NA,10.16,7.4,1.3716,NA
Year_5,10702,LA_Tech,2,0,7,2,AGHS1,6,NA,9.652,7.7,0.4572,NA
Year_5,10703,LA_Tech,2,0,7,3,AGHS1,6,NA,9.398,7.7,0.4572,NA
Year_5,10704,LA_Tech,2,0,7,4,AGHS1,6,NA,9.398,7.8,2.006599898,NA
Year_5,10705,LA_Tech,2,1,7,5,AGHS1,6,NA,9.398,7.6,2.7432,NA
Year_5,10706,LA_Tech,2,1,7,6,AGHS2,5,NA,9.906,7.7,2.616199898,NA
Year_5,10707,LA_Tech,2,0,7,7,AGHS2,5,NA,9.652,8,2.539999898,NA
Year_5,10708,LA_Tech,2,0,7,8,AGHS2,5,NA,9.144,7.4,3.5814,NA
Year_5,10709,LA_Tech,2,0,7,9,AGHS2,5,NA,8.636,7.6,3.251200102,NA
Year_5,10710,LA_Tech,2,1,7,10,AGHS2,5,NA,8.89,7.6,4.063999898,NA
Year_5,10711,LA_Tech,2,1,7,11,AGHS4,2,NA,8.89,7.6,3.860800102,NA
Year_5,10712,LA_Tech,2,0,7,12,AGHS4,2,NA,10.922,7.2,2.489200102,NA
Year_5,10713,LA_Tech,2,0,7,13,AGHS4,2,NA,10.414,6.9,2.336800102,NA
Year_5,10714,LA_Tech,2,0,7,14,AGHS4,2,NA,10.16,7,3.2004,NA
Year_5,10715,LA_Tech,2,1,7,15,AGHS4,2,NA,11.176,7.2,2.8956,NA
Year_5,10716,LA_Tech,2,1,7,16,AGH2,3,NA,10.16,6.4,NA,NA
Year_5,10717,LA_Tech,2,0,7,17,AGH2,3,NA,NA,NA,NA,NA
Year_5,10718,LA_Tech,2,0,7,18,AGH2,3,NA,NA,NA,0.508000102,NA
Year_5,10719,LA_Tech,2,0,7,19,AGH2,3,NA,7.62,5.6,0.558799898,NA
Year_5,10720,LA_Tech,2,1,7,20,AGH2,3,NA,7.62,5.6,0.584200102,NA
Year_5,10721,LA_Tech,2,1,7,21,AGH25,4,NA,7.62,6.1,1.4478,NA
Year_5,10722,LA_Tech,2,0,7,22,AGH25,4,NA,8.128,5.6,0.660400102,NA
Year_5,10723,LA_Tech,2,0,7,23,AGH25,4,NA,7.62,6,0.4572,NA
Year_5,10724,LA_Tech,2,0,7,24,AGH25,4,NA,7.874,6,0.8382,NA
Year_5,10725,LA_Tech,2,1,7,25,AGH25,4,NA,8.89,5.7,NA,NA
Year_5,10726,LA_Tech,2,1,7,26,AGHS3,1,NA,NA,NA,NA,NA
Year_5,10727,LA_Tech,2,0,7,27,AGHS3,1,NA,NA,NA,NA,NA
Year_5,10728,LA_Tech,2,0,7,28,AGHS3,1,NA,NA,NA,0.4572,NA
Year_5,10729,LA_Tech,2,0,7,29,AGHS3,1,NA,8.89,6.8,0.6096,NA
Year_5,10730,LA_Tech,2,1,7,30,AGHS3,1,NA,8.89,6.5,1.422400102,NA
Year_5,10801,LA_Tech,2,1,8,1,AGHS1,6,NA,10.16,7.4,0.711199898,NA
Year_5,10802,LA_Tech,2,0,8,2,AGHS1,6,NA,9.652,8.1,2.7432,NA
Year_5,10803,LA_Tech,2,0,8,3,AGHS1,6,NA,8.636,7.9,3.175000102,NA
Year_5,10804,LA_Tech,2,0,8,4,AGHS1,6,NA,9.398,7.7,4.368799898,NA
Year_5,10805,LA_Tech,2,1,8,5,AGHS1,6,NA,9.652,7.6,3.860800102,NA
Year_5,10806,LA_Tech,2,1,8,6,AGHS2,5,NA,10.16,8,3.860800102,NA
Year_5,10807,LA_Tech,2,0,8,7,AGHS2,5,NA,9.144,7.7,2.844799898,NA
Year_5,10808,LA_Tech,2,0,8,8,AGHS2,5,NA,9.144,7.5,3.5814,NA
Year_5,10809,LA_Tech,2,0,8,9,AGHS2,5,NA,10.16,2.6,3.301999898,NA
Year_5,10810,LA_Tech,2,1,8,10,AGHS2,5,NA,8.636,7.7,3.175000102,NA
Year_5,10811,LA_Tech,2,1,8,11,AGHS4,2,NA,9.652,7.6,4.318000102,NA
Year_5,10812,LA_Tech,2,0,8,12,AGHS4,2,NA,11.176,7.5,2.794000102,NA
Year_5,10813,LA_Tech,2,0,8,13,AGHS4,2,NA,10.668,7.5,4.063999898,NA
Year_5,10814,LA_Tech,2,0,8,14,AGHS4,2,NA,10.668,7.4,3.556000102,NA
Year_5,10815,LA_Tech,2,1,8,15,AGHS4,2,NA,11.938,7.3,3.301999898,NA
Year_5,10816,LA_Tech,2,1,8,16,AGH2,3,NA,9.398,5.4,1.955800102,NA
Year_5,10817,LA_Tech,2,0,8,17,AGH2,3,NA,6.858,5.8,0.431800102,NA
Year_5,10818,LA_Tech,2,0,8,18,AGH2,3,NA,NA,NA,NA,NA
Year_5,10819,LA_Tech,2,0,8,19,AGH2,3,NA,NA,NA,NA,NA
Year_5,10820,LA_Tech,2,1,8,20,AGH2,3,NA,6.096,5.2,0.787399898,NA
Year_5,10821,LA_Tech,2,1,8,21,AGH25,4,NA,NA,NA,NA,NA
Year_5,10822,LA_Tech,2,0,8,22,AGH25,4,NA,6.604,7,0.3048,NA
Year_5,10823,LA_Tech,2,0,8,23,AGH25,4,NA,8.636,6.3,2.387599898,NA
Year_5,10824,LA_Tech,2,0,8,24,AGH25,4,NA,9.144,7,4.318000102,NA
Year_5,10825,LA_Tech,2,1,8,25,AGH25,4,NA,7.874,6.8,2.616199898,NA
Year_5,10826,LA_Tech,2,1,8,26,AGHS3,1,NA,10.16,7.2,2.920999898,NA
Year_5,10827,LA_Tech,2,0,8,27,AGHS3,1,NA,11.684,7.6,3.251200102,NA
Year_5,10828,LA_Tech,2,0,8,28,AGHS3,1,NA,9.398,6.8,2.1336,NA
Year_5,10829,LA_Tech,2,0,8,29,AGHS3,1,NA,9.144,6.9,0.634999898,NA
Year_5,10830,LA_Tech,2,1,8,30,AGHS3,1,NA,10.16,6.8,0.5334,NA
Year_5,10901,LA_Tech,2,1,9,1,AGHS1,6,NA,NA,NA,NA,NA
Year_5,10902,LA_Tech,2,0,9,2,AGHS1,6,NA,10.414,8,0.8382,NA
Year_5,10903,LA_Tech,2,0,9,3,AGHS1,6,NA,9.652,2.5,1.143,NA
Year_5,10904,LA_Tech,2,0,9,4,AGHS1,6,NA,9.906,8.6,1.905,NA
Year_5,10905,LA_Tech,2,1,9,5,AGHS1,6,NA,10.414,8.4,3.556000102,NA
